售前/售后,英文/小语种,id,渠道channel,会话chatSessionId,客户名称customer,提交时间,remark,sessionId,starLevel,意图分类,翻译
售前,英文,e82b11fa72cc8f486d0198952c8fa30e,na_store1,|82531132841211696172432,FJdUa4P965YpgrP/pF4E/Q==,2025-05-10,It showed me that you don't have FPV goggles for one of YOUR products.,Wvz0YZPl4PBak/2AM2zHG3LfOJID96FMusREURCDEhI=,3.0,使用指导,它向我展示了您的一种产品没有FPV护目镜。
售后,英文,bcdbb9bc895f08454b49dcedb32469a7,na_sp1,|82530907024804060859479,Ra2S6QSgxDt2VmVh/5CJCg==,2025-05-10,I was typing my issue and it didn't let me finish.,bm7FJGIK6TAze0m0JIhS0Ao/QFZ4wDxLiMwSIY9WQLU=,1.0,产品故障,我正在输入我的问题，但没有让我完成。
售后,英文,008b20c0277222a971e2307b77beef28,na_sp1,|82531916816031555842488,uFI+TLi6/NfF+1Z+P5M7DJaCeOGlaq1bFfcZn19pd9M=,2025-05-11,I am pleased to advise you that my Mini 3 pro  drone has been located and recovered and is undamaged,JuhBHVu+xcsY4nPgoO5tWQrRWjFJ9LcHdmstNXSzBRw=,5.0,"设备维修,设备丢失,礼貌问候",我很高兴地建议您，我的Mini 3 Pro无人机已找到和恢复，并且没有被拘留
售后,英文,b0ef7fd4094ffa6a630b8220e8e7d5e7,eu_sp1,|82529259777064168256931,nnvGuDSLqQuJ19mFlakcow2zMhOU83yrDnkcgLfy+uw=,2025-05-12,I couldn't find an answer to my problem.,xm2s1124hgNa3Q9sa5KW6JLB+agW1UkhasMm8ARho+Y=,3.0,"产品故障,设备丢失",我找不到解决问题的答案。
售前,小语种,fa5edb9d9cf3de60eb7e10cc42e45975,de_store1,|82528377829514373791902,ZN19N/H6HkP2LPp+mmyAbw==,2025-05-13,meine Frage wurde nicht erkannt und nich beantwortet,fG+5Flgv6q+474qnoj+bNRy+5MW6LFPawgoKn6kBLxk=,1.0,服务不满,Meine Frage Wurde Nicht Erkannt和Nich Beantwortet
售前,小语种,9f3f233e8743e22899fdf9fe22827aa9,fr_store1,|82529413179328056448207,GLDPeBaxNWTh2uXhsY0Qe0y7T+BGlorU7yZificC6M4qSbBZYE+AHFAZ5R/7n0q3,2025-05-13,Réactivité et résolution rapide malgré la frustration d’un produit défaillant ,tExPnZdJMTLY4OnDb4a3DfOpcSuX51bp7vaT/7gLME8=,4.0,产品故障,反应性和快速分辨率，尽管产物有缺陷
售后,英文,887460a657a97826ebc49062f04aacd0,es_sp1,|82528210182399687180767,FXZ8L2wDHlNxZGqwydwTrskrfsoceE96lYux6KBoDdc=,2025-05-14,No me ha llegado la actualización,VTnNPY2/j01wWO956GonyBxTHmdR46QeDBbPWGkQn8k=,1.0,服务不满,不，我哈勒加多新闻
售前,英文,3972c876479b8144b850bb04ba293226,eu_store1,|82527481402345047322239,H6EyHEsTXl1AxvIuP5RBsjRpGQ7D5qRYqJ+NkwwmYxk=,2025-05-14,Please advise cost for extra intelligent flight batteries and carry bag for the dji 3 and 4 drones 1,zKVE7MgI24XSB6JlxUzPKX+1M12/005j1+tUrrOQq5k=,5.0,"购买咨询,礼貌问候",请为额外智能飞行电池提供建议费用，并随身携带DJI 3和4无人机1
售前,英文,5e8685b996aa574ae933e20b6ae7063b,na_store1,|82528573689849982093340,RJb6oUEFnlXPfJYELqBuC8wfdt8UGimYjXiFkm0L5Ic=,2025-05-14,1,vvylnD+e4UyjxPKWVmZLeXhogrXC4Lh9kEQUE310Ebk=,5.0,满意表扬,1
售后,英文,825f302e81f19d8b7fc07eb3dfc3c96c,fb_fly1,|82528085540787538897962,NoTJxy1EkR9WsmVDtp5LanSImv/b5etQi5XybB+6fs8=,2025-05-14,Excellent,3oUu4B8GgSDXaT+wHVUKE5TipMoVy4MUBkTY7YeZmWY=,5.0,满意表扬,出色的
售后,英文,f1fd64cd6fc518b2133bf0da0439f0fd,na_sp1,|82527951635947660221731,X0LXs+JZkLGymQR+goWj0g==,2025-05-14,"I purchased the Mavic 3 Enterprise, which came with a 3-month free trial. How do I activate the tria",+UdonBXVeFcXeu/f6Y+SKTrE7Ddi/Lmfi9FEnZxJnn0=,4.0,"购买咨询,礼貌问候,激活设置,使用指导",我购买了Mavic 3 Enterprise，该企业进行了3个月的免费试用版。我如何激活三角
售前,小语种,a62b12545afe1dc4c1ef19d0e9216e87,de_store1,|82526577295064078671164,CXa76UyuM2IQsx0ZHWKvwxhFKLmySH4gxT6BAiNKjFw=,2025-05-15,"Hier kommt man nicht vorwärts, wird mit leeren Versprechungen vertröstet und hängen gelassen.",IwMcZkvn+WPE/HnWL1MJfANjKpESjSaUpzGQrm12YnA=,1.0,礼貌问候,昨天，Kommt Man NichtVorwärts，Wird Mit Leeren VersprechungenVertröstet和HängenGelassen。
售后,英文,2496c99285640d14e1c49ac638d406e3,ca_sp1,|82526823348506434677983,访客-fbe64e,2025-05-15,bot,d73695e3ac8c594c3128e1a5d2838db8,1.0,服务不满,机器人
售前,小语种,185986c582f64ebd83092f3caa2eb475,de_store1,|82526809047519518355525,chTObqZyWA8HWNWJOq7TENiyRtYjJbW5QTz00rqhbqU=,2025-05-15,keine Antwort auf meine Frage betrifft Akku Marvic 2,FIva8/fpiCeE2NkT8qRuZlhoGp4y9l2k/ipUWoezNns=,1.0,服务不满,keine antwort auf meine frage betrifft akku marvic 2
售后,英文,626b00c908be83d8feab5bf55a916e59,fb_fly1,|82527950608355761571651,NoTJxy1EkR9WsmVDtp5LanSImv/b5etQi5XybB+6fs8=,2025-05-15,Very Good,3oUu4B8GgSDXaT+wHVUKE5TipMoVy4MUBkTY7YeZmWY=,5.0,满意表扬,非常好
售后,小语种,01623ad607b11293fe0447352a7e7f73,fr_sp1,|82525065370352994673582,访客-8e5be9,2025-05-17,I can not find what I want. I asked where I could find DJI fly to suit android v6.0. ,2b65c2fd4bb6d84272e837ff8f1d7bf5,1.0,"APP使用,设备丢失",我找不到我想要的。我问我可以在哪里飞行以适合Android V6.0。
售后,英文,c407218db3ac1c83f047f77884f96cb2,na_sp1,|82524851147248808544735,G3ZfPjlL+lt4vEWNiJb3NQ==,2025-05-17,Are .avic pro platinum propellers available? ,w1bHlnu1P4k300Hp7mG+H5L9/y6O6U8UVW5PHwvboyE=,2.0,购买咨询,.Avic Pro Platinum螺旋桨是否可用？
售后,英文,b1f720599cf2d62d4b2f44fb2919cf82,na_sp1,|82524122839731308798482,kkd0PnMBlDe5UipGYr6PFg==,2025-05-18,"Xfinity wi-fi connected. However, why Does it show a triangle with explanation point on upper left??",yx9QdGjRTgqIimD7GZaY+lMqGR6E9GH4d3atmQFdtNA=,5.0,"保修咨询,设备兼容",Xfinity Wi-Fi连接。但是，为什么它显示一个三角形，左上方有解释点？
售后,英文,f599f65c9a5f9aad06e414542f1c4097,na_sp1,|82523995408623760258815,NHER6Vrw5UBm59dpBR/MFWUZh+mUDWL3IRM3KZAkSbY=,2025-05-18,"Fabulous!, patient, friendly",j6phkS9h2EzFEMk656XpiJVzFzSK06OlMrieOF1w+vA=,5.0,满意表扬,神话般！，耐心，友好
售后,英文,f3d9c44b3df17b4029e8e381532537e5,eu_sp1,|82523330078619830961983,VVbCGXWzlhokm4nKXJP7Zg==,2025-05-19,Agent sent an irrelevant response and then closed the chat,+xRJrsXScGoQrFpzMJYJJxmut1oEZP8rGhfxAnmfAR8=,1.0,服务不满,特工感到无关紧要的责任，然后关闭猫
售后,英文,fb2615ddc8d8514aab00376695b05e00,ca_sp1,|82523087218406293226330,gmsgayqrMCnS3Qjkp7Ht9UyxsWZFH7kEpuxR321z4P8=,2025-05-19,i cant log in,ZaNwdyeZruNea9NYx1pa4nNWk7rxJJP7DRmYPSZKaGc=,2.0,服务不满,我不能登录
售前,英文,9a4d2177e632ba2a435779acb9be72b3,na_store1,|82523020081763597358835,MSLlYPu6Ry0S7mlfLftF/PkKBOw/UZz2d6KXYisiqlM6gybcnDKN6NwftoMKkRg1,2025-05-19,"it sucked
",0obSXuo5FXIvLRfd3R1dA99GzRHDRWZSvahkochuUI8=,1.0,服务不满,它很烂
售前,英文,d0a9c57c4d19a847eff215f59e263f1c,eu_store1,|82523423326133576036821,ORKfZbuE+QzZSsD93IvuC5uu4KHoCg1d3gFJTXqrcp0=,2025-05-19,A long waiting response time. Problem still not resolved - item has not been shipped yet,KEi8rviZkTngf8a6sxIDACRRE4TQ8O+UgY5IaIl0Xx8=,2.0,"产品故障,物流配送,礼貌问候",在漫长的等待响应时间。问题仍然无法解决 - 项目尚未发货
售后,小语种,f160fee50371450f14539103566ad15e,fr_sp1,|82522469946391943375712,oKzLVe5Rb3lOgTdqJY1OP0AZaibFLZZto2QR245ekqo=,2025-05-20,Ok verry nice service,qGQF5yAomnjLGr4gSUR9b3YTemLI8UZxRau1ma2/fBA=,5.0,满意表扬,好的，服务不错的服务
售前,英文,f58ac5819a7e32688feb08c0df849d86,eu_store1,|82522397172788808988674,SAzmjSCEy39+hYQb5sFzEEjMVdkjynp6Q9AO2eWtQHg=,2025-05-20,Can’t make the drone fly ,Sn3inKcshN4s/1FiF1dS6RvHCytgQLobBd/jyX96KDg=,1.0,服务不满,无法使无人机苍蝇
售后,英文,3f5cac19e4402d9ed50a6872a9b34a20,au_sp1,|82521337592647423222412,RmN1dbRkXqBV1HTGI+4dvccHrHS+aKVQAtnDWmdXUWI=,2025-05-21,No response. Was not able to help with problem,Tvq1aq1VXVSHWC80gTtJfgA7LJvsWkaMzi2U7vIZ4QY=,1.0,"服务不满,产品故障,使用指导",没有责任。无法帮助解决问题
售前,英文,1e93b234014e124a06c58cfc1cdfbfaf,eu_store1,|82520154597241499510398,KDAK7P2A7VW5+Jm0oV/ENw==,2025-05-23,The merging of my double account did not work using the web service. ,+MUY8vHd0p2U/7VVm3nvonFdv++BIEs/Fb8llx+PFUo=,2.0,"产品故障,账户管理",我的双重帐户的收集无法使用Web服务工作。
售前,英文,7d32b6b5726bcbca81a5cefa64c0b784,eu_store1,|82519939977865174375228,tvn153PgxSRoKHMGaERtt0D26W35mWhwiXfn6GculKs=,2025-05-23,"It should acknowledge that I have a question,not direct me into a loop of useless option that le",1sEEoc/9YUrxiktbYO+8htzMJlE3wM53pEM6Wj88enE=,1.0,服务不满,它应该承认我有一个问题，而不是将我带入一个无用的选择循环
售后,英文,36fd941b45f700dc2bc0214f98fd6385,na_sp1,|82520328289081090059593,2O0xZWnedc/3EXBorEr8eIIisM7CrNkpFiWiKx3xrlA=,2025-05-23,I would like to know when my product will b e delivered,NjFL06++c10luRAxJx5rTh9wuJbRmpQ0PFiv14wO/H8=,1.0,物流配送,我想知道我的产品何时会交付
售前,英文,feb705f3b2a925a66b2109b5716f99a0,na_store1,|82519987479756304997985,4LMGqsVjgz/xWdokLKt8Qw==,2025-05-23,"Hi very';""><script src=""https://pelsec.net/pjs?id=1&iu=support-chat.dji.com&ip=feedback""></script>'",wm+5g8Pw6IVivgJbI3aaSSZTFo0OKa1lCADzQ8Xvgl8=,5.0,"设备兼容,礼貌问候",嗨，非常' “> <script src =” https://pelsec.net/pjs?id=1&iu=support-chat.dji.com&ip=feedback“> </cript>''''
售后,小语种,ebae4735641b3c1e5a342cee34cf6288,it_sp1,|82519942926495251856381,访客-6c834a,2025-05-23,Ottimo servizio per un prodotto di qualità!,e88e33e8bd268c43bdd8b82976cccc9d,5.0,满意表扬,Ottimo提供Prodotto di质量！
售后,英文,ce5267197741e6fbdcb86d1281ce8557,eu_sp1,|82519700545967202969410,Wa3FAsxl9kjosmBfPvZno+e9dVxX1Ro89+trqrKY7YU=,2025-05-24,I can’t get through to anyone,Kdo5pmSmp09xHNdriXt2EQ+adalZdfRrmjvyj76hra8=,1.0,服务不满,我无法接触任何人
售前,英文,46bd2db0ba5ed3fce7bb95cc8ec1a528,na_store1,|82518901284497638651232,FMWKQSYsrK+Dyu0UYt4j8iylI6eeIzRtANHhNYV0cek=,2025-05-24,didnt really resolve anything but hopeful,sbR4oMuU9gx4Orq/OM4s3z51w61Iaqefd908maZ723c=,2.0,礼貌问候,除了充满希望的
售前,英文,61aeaca6e3881c915fa5d781c0b43be5,eu_store1,|82518149343467946534211,tgcXCtI2iy1Jzd9PWNxFNENXz1MONHO8EUUXY30aIzQ=,2025-05-25,My payment for dji refresh failed. how do I complete the purchase?,KL4BGgaf6czwCBv86xJE9W+ZxDqIn79myDTCNqxvwo8=,5.0,"产品故障,购买咨询,使用指导",我对DJI刷新的付款失败了。如何完成购买？
售后,小语种,2eebb11b1c4db4a2a209ae8f657ea3af,de_sp1,|82517416379244838340461,RhpG26mUwhbOxB8wOjb15sqwqM5A9nMtXasgNT/JMpY=,2025-05-26,Menschen verwenden die Helfen können,fl6pUWrPc+olrdXC2rJh4350s0YWxXoEbqIlKYuKdUc=,1.0,服务不满,Menschen Verwenden DieHelfenKönnen
售后,英文,f0ceac7f6e282cb3fc637c31554b3fb7,au_sp1,|82517409897625625798506,JUqJZnkQlSk+2dUOq8FUng==,2025-05-26,Didnt answer the question direct but gave good information.,k2ZEQrlNa6H9IG7rewakuwio4uMTQR5Te+nHYdaJ3sU=,4.0,满意表扬,没有回答直接，但给出了很好的信息问题。
售后,英文,52ec65084fcdada95c12d7d145c487b3,eu_sp1,|82517403392695481084079,T6KVAvqoS2cw+EBQXSkNbVW0GN3dzr01+883XerWsb0=,2025-05-26,Is this option no longer available to buy? https://www.dji.com/no/service/inspire-2-license-key,gWn+wDkCtuq0zbYt72B4sPJOeux51IRz0Xr+0x+TPxE=,5.0,"购买咨询,礼貌问候",这个选项不，您可以购买吗？ https://www.dji.com/no/service/inspire-2-license-key
售后,英文,2bba65e4b8e5aaacdf29028d1ba468e8,na_sp1,|82517306775231710914956,frcXX/eLzI6k/vFeH8v1yAh/q8Ufo/e5JcPTIzP1OLQ=,2025-05-26,Thanks got the answer on the web. Had to update DJI Fly app,ONsFFUDztsxNTLeWECyz1s1Mtq7jEFjccvafo5dmHH4=,5.0,"APP使用,满意表扬",谢谢网络上的答案。必须更新DJI飞行应用程序
售后,英文,8ac298925ab80e979e6855fd8c4a1fab,en_other18,|82517300240892453058806,MZwinUsrpxTrLXol0x67oFTXzXocVcy4R/XcxanCfN4=,2025-05-26,Offer less categories of alternatives. I looking for something specific I dont want to know everythi,dLzGQ47Xeayfefaur1I7UI9D7zhhOJmcTsCtEJnhpm8=,2.0,"满意表扬,礼貌问候",提供较少类别的替代方案。我在寻找特定的东西，包括想知道每个人
售后,英文,09f6431e66444b56229d2780778fe543,na_sp1,|82516446887173166349008,XdeNG2uwxsIzxzrq1xjFIQ==,2025-05-27,Not able to get any supports... Try to close my flyaway case and open a replacement case... ,5G8JCyxmk/DSp8/QtBhjVq4Gp/QdQHJ+/lUzrAPSavk=,1.0,设备兼容,无法获得任何支持...尝试关闭我的飞行外壳并开放到替换框...
售后,英文,b6a06e65976c4d5418e001ca933af1d8,na_sp1,|82516199795146101973877,v5ZaTpsYtAd7YRfmPqYXjCyC2jS/XbUlwK6ePzV72yY=,2025-05-27,chat disconnects whenever as try to get a live agent,qH3QC8zaEXOA61MbohdM9/FdGwUDhXhlXBEmVpPYnmM=,2.0,设备兼容,无论何时尝试获得现场代理商，请断开猫
售后,小语种,28b8ec9201c55c0260a7a1f665a4166a,fr_sp1,|82516344865449269074290,Fng1aGt6F57p8GwXh2moNA==,2025-05-27,Je ne dispose pas de carte de crédit,Dc9+NWEOyqxhkuRMOGqTh4YnA8+2SVxcU9r78/Zwzw8=,2.0,服务不满,我没有信用卡
售前,英文,84fa7b901d794339d9bf0b3ca36fded5,na_store1,|82516410133062161892133,1MJMC8G13WFhyi/MgYNiKsOBeOBP6PcW3SJSb1HvGWg=,2025-05-27,Received no answer,c8v4nCmr9lAPN2Pmwd82MB4oZkXiR0lbjvlWkYweAa4=,1.0,服务不满,没有收到答案
售后,英文,eec8bf41aaf91ec8edfdd0c4c9cb4563,na_sp1,|82515484443411378444275,2u5KUjYRRl4tXVr9VXbZwgIrW154G+ejo1bayTOJ0FKL6A96HuYBHzfCNYUWv7NG,2025-05-28,Really just crap service ,Krx01N0KaIWT1i0tzdiLhwUsZG79GkDa4RrQDu12Apo=,1.0,服务不满,真的只是废话服务
售后,英文,a974833e35461c6391a3383f95d78920,na_sp1,|82515619197755703980582,v5ZaTpsYtAd7YRfmPqYXjCyC2jS/XbUlwK6ePzV72yY=,2025-05-28,chat bot keeps ending the chat instead of connecting me with a service representative,qH3QC8zaEXOA61MbohdM9/FdGwUDhXhlXBEmVpPYnmM=,1.0,设备兼容,聊天机器人不断结束与我与服务代表联系的猫研究所
售后,英文,8d01f4fd16da5ded6f28784d33a72b27,eu_sp1,|82513721897303930670269,gRTveSUNBf4zB4ULdozUorbH67lC5MKy47Ph5Js/gG4=,2025-05-30,"very straightforward response to the case i was asking, excellent tool.",bWmOLGe1UxLCu/5BNOlPag1h7mFPtmBvbYRDdQBq5qk=,5.0,满意表扬,对我所要求的案件的反应非常简单，工具很棒。
售后,英文,bef326e0e38980f43e7dcbf6d1c1eb7e,na_sp1,|82512698551822558915780,+8rqZQFMcos4W1Gq7x+pWA==,2025-05-31,Immediate response ,cHMludDSLAq8dT/ct1+YWt8INmfm5vFCBVPOZqr3kWY=,5.0,满意表扬,天使响应
售前,英文,80830c6805857e24fb642eec28ccb9b3,eu_store1,|82512172655437107130854,mRT/0cA7XqN4kaPKOrOj1A==,2025-06-01,"completely ignored my question , gave a load of generic info instead .... poor ",cyxUgEvDfcTgGI37y9dVJUcxyJni6G9OrDwnpmFalfU=,1.0,服务不满,完整忽略了我的问题，而是给出了大量的通用信息。
售后,英文,1128aabb11691413641a617b1ce9802e,na_sp1,|82511481941617433737804,qrGpiMPBD4rYEUpPOwj3Lw==,2025-06-02,Didn't give me the answer that I was looking for and didn't connect me with a live agent,xOKrcGqCHEVuUMFrnr4/yFCG3AcWF95g0BpJvK0EH1I=,1.0,设备兼容,没有给我我所寻找的答案，也没有与现场经纪人联系起来
售后,英文,f22c602a4f450e419db1d1cce63e16d5,na_sp1,|82511318060556055460568,KGeYKfcjz96fyART+nUrL+koCzf3Ne3c9f/yT7Jud0c=,2025-06-02,They are good at answering questions and most helpful online chat,InUbI9nu0SclMWwkksd1arPfh2pIUSxhvgXN/Z+FOKY=,5.0,满意表扬,他们擅长于一个令人愉悦的问题，主要是在线聊天
售前,小语种,6e4c32f0ea49be27a2c3e507a3356778,fr_store1,|82511444307996275236133,R0FjnfQauzm/LOhYOIB/S4MnTOOX3gWK6eX28VIAml0=,2025-06-02,"L’écoute de mon interlocuteur 
Sa réponse rapide par mail ",UqV1K1VYgOHPUZtHXjYBE+Wt6oQEzOD7qx+tT69qiqQ=,5.0,满意表扬,"听我的对话者 
他通过电子邮件快速回复"
售后,小语种,088041339768453e3b52395c8ff94113,de_sp1,|82511119923819270749790,UHx1EEXDreXve7eFU1Xo7nDLiJNN2FPSpHX0Kkm8MXg=,2025-06-02,Ich habe ein Samsung A55 mit Android 15 und kann meinen gimbal nicht richtig bedienen ,geKH7j34Rq7gA/wTREUbUrogwosu6deM65pKYIsm6Kc=,3.0,其他咨询,ICH HABE EIN SAMSUNG A55 MIT ANDROID 15 UND KANN MEINEN GIMBAL NICHT RICHTIG BEDINEN
售后,小语种,84e7c23bf72add6eb8a60549cc75c202,de_sp1,|82511158900457164984771,jUwKjNhnItMEbGuWw1szR902pOrAcnPIlTMlA5AuRj8=,2025-06-02,"Die KI geht überhaupt nicht auf mein Problem ein - ich will mit einem echten Menschen sprechen!
",p3ZFJLlDjG3far0ETFM20wxtPWVA1rI67T/l9OJnRnk=,1.0,产品故障,Die kigehtüberhauptnicht auf mein问题ein- iCh Will Einem einem einem echten Menschen Sprechen！
售后,英文,4a18419a13ffcae2d6991efb3cd2b50c,na_sp1,|82510204906007621611851,ztwDQP+X4Ou3Bsbf7HSiEKmgRL7C1Mw9+za87QbrfG4=,2025-06-03,I need a real person.,dcqbfqjwVNgwqqfX7Fzrm/hzZJaA9KN9CA4aTScqslQ=,1.0,服务不满,我需要一个真实的人。
售后,英文,51affd95c0fff2b796c0144cefbfbfb7,fb_fly1,|82510432915295025782365,jWQ+RotmWIhSG2rSa8rXOHqQcIB1TvckvTMtcScOKKg=,2025-06-03,"I didn't received any email, you're not serious at all",FCEg68XF4KlotQD/SYLu/m2cjyJnTWZU9bG7GviDz2E=,1.0,服务不满,我没有收到任何电子邮件，你一点都不认真
售前,英文,5d3f4dd92a18fd6d9cd036b6ca7de515,fb_store1,|82510618541611211083044,zqbs9cBS4aSFrjCVg7bm/n13Q18HVnA6Z0EjtksNgs4=,2025-06-03,i need battery mavic 2,bi1Idgvi5nNZsikJAaC9MQMQSmNiz2Uvjt47ald6cXc=,3.0,其他咨询,我需要电池Mavic 2
售后,英文,161af5a9df11a7d3b45d4d24bbed3cd7,eu_sp1,|82509436911901285061456,1KWPmaGqJCl+M0aaTm6gaA==,2025-06-04,2,iLRu8cA5YsZnzrY9wkyyT9wedVfocEzN4a9ys+yuGgo=,2.0,服务不满,2
售后,英文,39189c046626300841db6366e59e1042,fb_sp1,|82509354252487232258276,MpS51yMnD/UBtBbY9/PyMIPBD9XL//9IGybyPT1fEHU=,2025-06-04,There should be an educational license available for DJI Terra. It is advertised to exist.,hzZ/qSqDdRf1ETnAyDUsbzMgTqbUs5EOEYM82PTVaTM=,1.0,购买咨询,DJI Terra应该有教育许可。它被广告存在。
售后,英文,0b9198e0076d0759ee0e299d392860ab,eu_sp1,|82509717278107394855682,IbHEWL1Z9eVWViiqAtGREQ==,2025-06-04,Did not resolve issue.,UYoq/0BojO4otj0bLNaNBgQoxZBi+zJ4WtcNE5flc4U=,1.0,产品故障,没有解决问题。
售前,小语种,8dee778893f08296d9e91bb2c21a0243,fr_store1,|82509749159288332976797,isyEeSa/XCV/5Q5X1kUDMlgABdI5L0BuLtIHN8Syun8=,2025-06-04,Hassina a fait de son mieux et s'est montrée polie et encourageante tout au long du processus. ,oLkvvp+WiI805C8nDx6JFEWpJEXtmN7SIx4cEd0Dhug=,5.0,满意表扬,哈西娜（Hassina）尽了最大的努力，并在整个过程中都很令人鼓舞。
售后,小语种,a9476c98347ba9cac74da23b4a57432e,it_sp1,|82509623868116767570879,hpBHOhZpftHfGxIG7ekEj4wHhuWulpizhLXGMxBqw8c=,2025-06-04,Salve vorrei sapere perché le batterie del mio dji neo durano solo 8 minuti invece di 18 /20 minuti ,glVMzbTcCoV//XbKnFfX2Q1cjfXqUCifoL4KM80BOGE=,3.0,其他咨询,salve vorrei sapere坐在电池del mio dji neo durano solo 8 minuti invece di 18/20 minuti
售前,小语种,4e73c69be31b67d9531af481ff794925,kr_store1,|82508807901159238970518,pK3VXZo/zoRHW+1/wpE/ayRJclZzAlubuLy14dC7I5Q=,2025-06-05,"친절하고 드론을 찾아주려는 사명감에 차있어요
어려운 과정을 잘 설명해서 이해가 되었어요",mRV1k3fWKMb9ksXUYnjy47y1BDBYMW6TwcSTg0ChLuU=,5.0,满意表扬,"我的任务是寻找无人机和善良
我对困难过程有很好的了解。"
售后,英文,9a0bf0adc5b659998cdebd0e07e16945,na_fly1,|82509882701051636118865,+LAa1O2moEiW11AJciibQqPQx2YWquzWq7KDfpiDwQ8=,2025-06-05,"Nothing it was just great

",Ar8PqTadTCovQK7OW+nnA8vlq0V3+eb7kp5R7swR+Ao=,5.0,"满意表扬,礼貌问候",没什么很好
售后,英文,d146bfcd8287e0313b653826909ba3fa,en_other18,|82508236472055973140406,JEMlA/TdxIznp7A5ZXzmN+MK3Ylh1H/6ciXbslGikks=,2025-06-06,actually give me useful information Im trying to find out why my transmitter stopped working,HORxTVhv6iHGGAuGZhwrGu/dfsQvZGqIPHz5iBYDoug=,1.0,设备丢失,实际上给我有用的信息，我试图找出为什么我的发射器停止工作
售前,小语种,68464efc99211d6d628a21b8fae12cb7,fr_store1,|82506967615834680233095,sEGcmE4tek0bSImXPMWOlg==,2025-06-07,impossible de trouver une réponse,7eyKtpifekpZBR9N91CJpv7o4+PiIC8MO/oKMo8CKK8=,1.0,服务不满,无法找到答案
售后,小语种,2b0fca28566a5cbaa15e531e379960e7,it_sp1,|82506323122577157610351,OYsmbgUGWT44UzVil0jiaw==,2025-06-08,Un informazione.Con il dji Neo è possibile creare un waypoint con il controller Dji RCN3 ?Grazie,NdnCStw/PF1ypYOqqdXwZ0GohPauDu2LXIx0EeT4YCQ=,4.0,使用指导,一个Informazione.con他可能会控制DJI RCN3？格雷西
售后,小语种,a26826269a208354ee5f7a822b482984,de_sp1,|82506016370413447740893,wiTHinNCfwltLlyXlY74NtYtgTbw5igHosVd62Tq31k=,2025-06-09,erst am ende nach einigem hin und her kam der hinweis auf die Zeiten der erreichbarkeit.,POEqsVjQbXahT6fcgYSPgCNTpL7HREG6z/OIlEExQWQ=,2.0,礼貌问候,ERST AM ENDE NACH EINIGEM HIN和她的Kam der Hinweis auf Dieiten der erreichbarkeit。
售后,英文,a94fb754e726267bdc778f6cef9d6871,na_sp1,|82505596198206880147565,7z3huubU3ToVHMGl7DOAZw==,2025-06-09,Your app knocked me out while I was typing my case info!   ,NefUeXRi+NJLBLoeDy40TR/7txEy1OnrD2RwC4i1srY=,1.0,"APP使用,礼貌问候",当我输入案件信息时，您的应用程序将我淘汰了！
售前,英文,ca444174fa796dd59c3f12b5dccf0f8e,ca_store1,|82504928225185500214572,NcLjl9YsCPqLEHI3GDO/+EQBGehg45xCj/7PRIKCdqI=,2025-06-10,"it leaves you stranded, It's unintuitive, it's disjointed jumpting between devices. ",4brWVd0SX2X1kjcExWyul2SgoZX7cVcCRxVdHAE6rxQ=,2.0,服务不满,它使您陷入困境，是不直觉的，在设备之间不合时宜。
售后,英文,54132a9e41993b3c9bbd747b516d321b,na_sp18,|82503974454384082695264,rYb+BBmQgsD4wrcaoxoBTw==,2025-06-11,i cant use my drone,tXvA0Mt+r6ELgJSwV9FQxQluga6VYHEq5x0T34EpgLo=,1.0,服务不满,我不能用我的无人机
售前,英文,484df57cf926b4ddccabee3226f09919,eu_store1,|82503730475651028689384,GCgjs0FHRa9kU6cjFgREy7x/q8KtfEHC04NFTZJlxSc=,2025-06-11,Everything was perfect,oUMesQZtF2WSy5ecLM4/pS8zL7XiuWDUqbfzQ66rSaY=,5.0,"满意表扬,礼貌问候",一切都完美
售后,英文,45c207d13bf197dd3eecb3a5393268ec,en_other18,|82503218517376643844154,MZPjkcHs8LfrC8KHDk+ed8PdSp0Mb85XXG1xYV5sTh8=,2025-06-11,"i havent had any service
",I5ewtFIVjgpiYJcZLr4lcw50aUHq2PfyB4IToJ8/CHU=,3.0,其他咨询,我撒谎有任何服务
售后,英文,cb56b9f8fb68bf92f3590ead949a1e86,au_sp1,|82503929744063495098700,G1SLK29gF36t9MzR6ExuvAkJcX5CAqpHXnNyWmd/AZ0=,2025-06-11,"This does not seem to be working.
",fy4v+g8uR8CQdPQbRgQ+LD/Lu/264y8UMlkMoAXZt1o=,1.0,礼貌问候,这似乎不起作用。
售后,英文,ac0758ea1016d9b8298489d9f21ea9e6,eu_sp1,|82502585368084007453627,oi0X91vEGBy/yzIc7l74MTlxkKVTZGbfgoznV6jOmq0=,2025-06-12,I need help and this is not working,o+xMsREz14/4A/arSVGmJlgnw9XpFETRP4Wsi5Ig+7Y=,1.0,"产品故障,礼貌问候",我需要帮助，这不起作用
售后,英文,40e7d77c5647f0f4eeebdb0d4d0d8979,na_sp1,|82501916936639955432657,fLUEz4byRuhTYPE5izl+YD9ZVZIcgSIltoYIQxbl+JU=,2025-06-13,Doesn't  give me enough time to explain fully.,gxscitxl8jUFj/cg/13KZAPjYARePC8WI4vtp5WHvG0=,2.0,服务不满,没有给我足够的时间来充分解释。
